Accession Number,X = Inventoried,Genus,Species,Country,Date,Collector,UUID,Verified
A10425,x,Cymathaere,triplicata,NA,1960 Jun 27,NA,1182F81E-5130-614B-A641-E96ECC21E5DB,11/10/2019
A8414,x,Cymathaere,triplicata,NA,1960 Jun 27,NA,77506422-89B3-8F45-AF92-E09F1354F661,11/10/2019
A8360,X,Cymathaere,triplicata,NA,1960 Jun 27,NA,0D2981A8-65AC-8D4C-9915-49AFD71459FC,11/10/2019
A8208,X,Cymathaere,triplicata,NA,1960 Jun 09,NA,705675C3-7C61-E14F-B154-5A1AFCCBF72C,11/10/2019
A8384,X,Cymathaere,triplicata,NA,1960 Jun 09,NA,2D889A24-12F1-9146-BD60-20DE6305E636,11/10/2019
A8379,X,Cymathaere,triplicata,NA,1960 Jun 09,NA,98AC99A7-1DB3-F444-9765-EFFBD6BD72C1,11/10/2019
A8380,X,Cymathaere,triplicata,NA,1960 Jun 09,NA,4FA14D5E-FA67-7E4B-A602-3098DFD4126A,11/10/2019
A8375,X,Cymathaere,triplicata,NA,1960 Jun 09,NA,3606AA1F-06D4-614D-8FCB-A4E179CF507C,11/10/2019
A44006,x,Cymathaere,triplicata,NA,1971 Jan 11,NA,260A4183-0D57-464B-9754-30EAC7CF31F5,11/10/2019
A63222,X,Cymathaere,triplicata,NA,1967 Sep 12,NA,3B1028C7-B477-7C4E-AC26-23A866E97641,11/10/2019
A9724,x,Cymathaere,triplicata,NA,1960 Jun 08,NA,6C1A4BDA-4E66-7A48-A6A1-DF1D97370D52,11/10/2019
A9439,X,Cymathaere,triplicata,NA,1960 Jul 08,NA,CDA4D9E1-409B-5B48-B1F0-738D5A35D004,11/10/2019
A9377,X,Cymathaere,triplicata,NA,1960 Jul 08,NA,92961ABC-27E0-4042-BBA1-9C5848C28155,11/10/2019
A9402,X,Cymathaere,triplicata,NA,1960 Jul 08,NA,5A525078-ED45-714B-A108-178C00426FFB,11/10/2019
A65961,X,Cymathaere,triplicata,NA,1978 Aug 17,NA,25ED8485-14C6-3B4B-8FED-4D1257D63296,11/10/2019
A59054,x,Cystoseira,abies-marina,NA,1976 Dec 14,NA,845923E9-2695-A141-B148-7145A37F2304,11/10/2019
A59059,x,Cystoseira,abies-marina,NA,1976 Dec 14,NA,853FA994-79A7-794B-8EF5-5C1AD9CBFCE3,11/10/2019
A53891,x,Cystoseira,compressa,NA,1974 May 18,NA,124AA1E7-163D-9748-91FF-4EE34016C914,11/10/2019
A59051,x,Cystoseira,discors,NA,1976 Dec 20,NA,8AEE748C-F6E6-3842-9DAB-F1A3088E2332,11/10/2019
A12963,x,Cystoseira,geminata,NA,1960 Jul 11,NA,503F492B-22B9-A644-9B7B-FBCF3CEA85EE,11/10/2019
A12959,x,Cystoseira,geminata,NA,1960 Jul 11,NA,ACD474EE-E2DD-0C42-998A-CC35C30E4D44,11/10/2019
A12958,x,Cystoseira,geminata,NA,1960 Jul 11,NA,E9298D97-5F31-4E47-92A6-927588990E65,11/10/2019
A12957,x,Cystoseira,geminata,NA,1960 Jul 11,NA,C4A291C4-3CC0-5B4C-B34A-633A47A27488,11/10/2019
A12956,x,Cystoseira,geminata,NA,1960 Jul 11,NA,35541F38-2D7B-E542-BF6B-44E676000F3A,11/10/2019
A12955,x,Cystoseira,geminata,NA,1960 Jul 11,NA,2224AD9A-104C-D045-8E69-0A2958A17850,11/10/2019
A12954,x,Cystoseira,geminata,NA,1960 Jul 11,NA,2A564598-D68E-6345-B475-E0CFE4D4169C,11/10/2019
A12961,x,Cystoseira,geminata,NA,1960 Jul 11,NA,015DFC9C-BDF3-4146-BC56-B2EA78F3A990,11/10/2019
A9779,x,Cystoseira,geminata,NA,1960 Jul 11,NA,19821530-B2F3-C641-A4E3-1D66D53AB7A0,11/10/2019
A8196,x,Cystoseira,geminata,NA,1960 Jul 08,NA,150BA717-CDFE-5943-832E-8B63288D47E0,11/10/2019
A8304,x,Cystoseira,geminata,NA,1960 Jul 08,NA,4690A7FE-071D-7B45-9494-E0E23465EA5F,11/10/2019
A9445,x,Cystoseira,geminata,NA,1960 Jul 08,NA,A9301C25-5EE5-2B49-A4D3-9111A473F4D9,11/10/2019
A14110,x,Cystoseira,geminata,NA,1960 Jun 21,NA,7C4B095C-818E-C544-9958-4E5D47AA7197,11/10/2019
A14099,x,Cystoseira,geminata,NA,1960 Jun 21,NA,DBC38D32-24AF-3F47-B172-1D471293C992,11/10/2019
A9328,x,Cystoseira,geminata,NA,1960 Jun 26,NA,05EEB797-F207-7744-8BEB-85030F5C0989,11/10/2019
A9347,x,Cystoseira,geminata,NA,1960 Jun 26,NA,C383A448-B905-2147-87BA-B5A549F5C067,11/10/2019
A9327,x,Cystoseira,geminata,NA,1960 Jun 26,NA,6B257FF9-CA09-864D-AC4A-B95FA3A3B43A,11/10/2019
A9348,x,Cystoseira,geminata,NA,1960 Jun 26,NA,D8EE71EB-2772-C04B-BAF8-D3865F62045E,11/10/2019
A8143,x,Cystoseira,geminata,NA,1960 Jun 23,NA,89D82554-2ABB-5D4D-BA34-ADFF3209D876,11/10/2019
A14225,x,Cystoseira,geminata,NA,1960 Jul 08,NA,CEDA2C16-D5F9-1745-9E94-EA4F5A2761BF,11/10/2019
A9444,x,Cystoseira,geminata,NA,1960 Jul 08,NA,674A3A3E-8EF4-BC43-B0A3-2625B219879E,11/10/2019
A9443,x,Cystoseira,geminata,NA,1960 Jul 08,NA,B93F18F5-31A4-B744-AA74-4492E23E810A,11/10/2019
A9442,x,Cystoseira,geminata,NA,1960 Jul 08,NA,3F8EFA97-77E4-0B47-959E-AEE2D0CF4A3D,11/10/2019
A9441,x,Cystoseira,geminata,NA,1960 Jul 08,NA,FAC3BA4D-0D82-A04B-B064-95BAAC5EA6FB,11/10/2019
A81984,x,Cystoseira,geminata,NA,9/10/1987,NA,4C11DAFA-A6D0-8343-8DC9-D65D2C6795F8,11/10/2019
A85535,x,Cystoseira,geminata,NA,2005 May 25,NA,A02E8B4E-0DF0-7A4F-9CCA-761C4923E768,11/10/2019
A86009,x,Cystoseira,geminata,NA,2007 Jun 17,NA,0626E8D9-F041-C347-81E6-E95554014528,11/10/2019
A85900,x,Cystoseira,geminata,NA,2006 Jun 12,NA,E6EF3716-2574-4E4B-8565-7DBD661F2002,11/10/2019
A85955,x,Cystoseira,geminata,NA,2006 Jun 12,NA,CF0BD67F-F0D6-564A-A970-9097E3A60973,11/10/2019
A86134,x,Cystoseira,geminata,NA,2006 Aug 20,NA,E443676D-3650-F94A-BDD7-4935DF5B3986,11/10/2019
A86564,x,Cystoseira,geminata,NA,2005 Jun 22,NA,D679FF53-0879-A94A-89BE-0387D936A51E,11/10/2019
A45380,x,Cystoseira,myrica,NA,1962 Nov 25,NA,CFD4D832-9D7D-C54B-883E-5B5E7FAF3FE7,11/10/2019
A45375,x,Cystoseira,myrica,NA,1961 Nov 22,NA,CF7968FF-6BFB-1141-AD29-CE2C0B218F78,11/10/2019
A45386,x,Cystoseira,myrica,NA,1961 Nov 22,NA,509FBABA-42A2-7149-9C44-0A8A8A9051C5,11/10/2019
A45369,x,Cystoseira,myrica,NA,1962 Nov 15-17,NA,0FCE5401-8ABD-0A49-A754-100B3D344F8E,11/10/2019
A45378,x,Cystoseira,myrica,NA,1962 Nov 04,NA,FD904D61-705A-A44C-A3F9-1F145FB40131,11/10/2019
A45383,x,Cystoseira,myrica,NA,1962 Nov 02-03,NA,38C7FF60-FE84-AF46-A160-195CFB3C6B40,11/10/2019
A45384,x,Cystoseira,myrica,NA,1962 Nov 14,NA,F794E872-F347-B04A-B86F-C1630A2D6ACB,11/10/2019
A45368,x,Cystoseira,myrica,NA,1962 Nov 14,NA,BFE4349C-B0AF-054C-9A4E-8E272DEFF9BF,11/10/2019
A45372,x,Cystoseira,myrica,NA,1962 Oct 07,NA,78B47C54-7911-574D-99C3-1D4B1A686244,11/10/2019
A45379,x,Cystoseira,myrica,NA,1962 Oct 11-13,NA,27D988B3-D087-3D49-8A14-F7B2881291E6,11/10/2019
A45374,x,Cystoseira,myrica,NA,1962 Oct 01,NA,D523A69B-7B4B-3B4E-89A7-F90E3B4E8ED2,11/10/2019
A45373,x,Cystoseira,myrica,NA,1962 Oct 06,NA,89ED517B-B8A3-3E4D-B807-678605FC221C,11/10/2019
A45377,x,Cystoseira,myrica,NA,1962 Nov 02-03,NA,4D017B2B-DE7E-E940-8C97-DF1CF0E8AB1F,11/10/2019
A45385,x,Cystoseira,myrica,NA,1962 Oct 05,NA,59D28BD6-3957-FC4A-9169-F40FA1F9F4A8,11/10/2019
A45367,x,Cystoseira,myrica,NA,1962 Oct 15,NA,88F20C06-71F3-2B4A-A097-6B0103AF1723,11/10/2019
A45376,x,Cystoseira,myrica,NA,1962 Oct 18,NA,E3DA0E22-01A1-3A49-9BD0-96894EFF9312,11/10/2019
A45382,x,Cystoseira,myrica,NA,1962 Oct 17,NA,10E679C8-7800-014A-A399-B7C162F1B980,11/10/2019
A45381,x,Cystoseira,myrica,NA,1962 Oct 19,NA,7820B86D-DD79-6449-A137-EB0289886368,11/10/2019
A49465,x,Cystoseira,myrica,NA,1962 Oct 17,NA,ACB6CA79-B4F7-4142-A03A-7A5CE49FFAD4,11/10/2019
A45371,x,Cystoseira,myrica,NA,1962 Oct 17,NA,267BE3E2-F44D-F44D-8507-4FF3FAF34858,11/10/2019
A45370,x,Cystoseira,myrica,NA,1962 Sep 15-16,NA,5F9C094D-97D6-FB43-92BC-75784B83A02D,11/10/2019
A49466,x,Cystoseira,myrica,NA,1962 Sep 23,NA,92A6940F-EB94-F747-82F4-843C4CD38FAF,11/10/2019
A2692,x,Cystoseira,sp.,NA,1979 Jun 19,NA,9B1DEB50-903E-F549-9B17-2E8846BE019F,11/10/2019
A25927,x,Desmarestia,aculeata,NA,1966 Jul 09,NA,31B78CFA-8DDB-F946-A372-AB24D0DA2807,11/10/2019
A25128,x,Desmarestia,aculeata,NA,1966 Jul 02,NA,0C20CEAE-7BEB-E545-AF31-520F207C6791,11/10/2019
A23682,x,Desmarestia,aculeata,NA,1965 Dec 08,NA,E1B2884D-E39D-584B-9368-FF5BD15E1B25,11/10/2019
A22225,x,Desmarestia,aculeata,NA,1965 Jul 01,NA,122EB3C3-B1A4-EC41-864B-D1D5464D2C5D,11/10/2019
A21692,x,Desmarestia,aculeata,NA,1965 Jul 01,NA,023D5AAF-E8EC-A048-B4BA-2E42DB2F4677,11/10/2019
A21693,x,Desmarestia,aculeata,NA,1965 Jul 01,NA,3D18D1A6-EB0A-584B-B7CE-81567B459BFD,11/10/2019
A21056,x,Desmarestia,aculeata,NA,1965 Jun 27,NA,97BA3D58-3446-C14E-B519-15F94F2BC808,11/10/2019
A20974,x,Desmarestia,aculeata,NA,1965 Jun 27,NA,E999367B-1764-F141-99D6-80799AF36E58,11/10/2019
A22052,x,Desmarestia,aculeata,NA,1965 Jun 28,NA,14B2EEDE-9FD5-6C4D-B8DB-35D7EA29BF61,11/10/2019
A91076,x,Desmarestia,ligulata,NA,2013 Jul 21,NA,D21187B0-B285-994D-83D1-EC8BA8F111A1,11/10/2019
A23658,x,Desmarestia,ligulata,NA,1965 Jul 02,NA,636585CF-029A-4C46-BB84-58A64A39A5F3,11/10/2019
A22144,x,Desmarestia,ligulata,NA,1965 Jul 01,NA,546BFE95-CD77-5041-8A01-50EC03241A64,11/10/2019
A22143,x,Desmarestia,ligulata,NA,1965 Jul 01,NA,2B59D551-2B8B-2A4F-AB42-596E0492EDC7,11/10/2019
A21506,x,Desmarestia,ligulata,NA,1965 Jun 13,NA,036B3BD2-1126-9943-B862-ACB261AB7C1B,11/10/2019
A8227,x,Desmarestia,ligulata,NA,[unknown],NA,C9A4ECDF-00ED-8843-AE77-4CE33A8337C7,11/10/2019
A54329,x,Desmarestia,ligulata,NA,1969 Mar 01,NA,4CECA06C-9488-8744-A5B6-9A04AB5510B8,11/10/2019
A39949,x,Desmarestia,ligulata,NA,1969 May 08,NA,786EE2C5-4570-D443-96CF-9BABE1EC5F91,11/10/2019
A48876,x,Desmarestia,ligulata,NA,1970,NA,2A22022C-A43C-E348-A516-495AF6A181CD,11/10/2019
A52831,x,Desmarestia,ligulata,NA,1975 Apr 15,NA,9F98E1B6-6BC8-4444-9BCC-31AE28601791,11/10/2019
A53837,x,Desmarestia,ligulata,NA,1975 Jun 25,NA,829254C9-B390-E14A-9F2B-B6B85B04D535,11/10/2019
A55410,x,Desmarestia,ligulata,NA,1976 Mar 31,NA,0102D0B1-ACD4-E34C-905C-570CECA433B2,11/10/2019
A7362,x,Desmarestia,ligulata,NA,1959 Jul 22,NA,447CE31E-20AC-3946-A8CE-48FCF177A77A,11/10/2019
A45428,x,Desmarestia,ligulata,NA,1971 Apr 22,NA,42ED7EE7-E57C-5146-9CFB-A7DB8A4AFA23,11/10/2019
A48855,x,Desmarestia,ligulata,NA,1970 Sep 14,NA,2EBB31EC-FB3E-C546-BD07-1E700BD34CBD,11/10/2019
A48890,x,Desmarestia,ligulata,NA,1970 Sep 12,NA,8722155E-6D04-AE4F-99BA-B1B930C505E2,11/10/2019
A43702,x,Desmarestia,ligulata,NA,1970 Sep 12,NA,B61AA4CE-1CE7-8A41-A8A0-C6C515682CB9,11/10/2019
A43704,x,Desmarestia,ligulata,NA,1970 Sep 14,NA,32305573-A81C-714D-93D3-042302EDD97D,11/10/2019
A43705,x,Desmarestia,ligulata,NA,1970 Sep 15,NA,D3827423-BD3B-3945-9C75-5DF6B76C6CD8,11/10/2019
A42900,x,Desmarestia,ligulata,NA,1970 Apr 11,NA,4C83A379-B40E-AA40-9486-BB0EA723D4CB,11/10/2019
A54659,x,Desmarestia,ligulata,NA,1976 Apr 01,NA,24AC0C2C-1581-E944-9209-D9B3D1BC3360,11/10/2019
A40502,x,Desmarestia,ligulata,NA,1969 Jun 18,NA,16B9EF5A-C931-D646-810E-8EE10CCA93FC,11/10/2019
A40908,x,Desmarestia,ligulata,NA,1969 Jun 17,NA,EC0019EC-1237-E243-B351-DD5A455B1FE2,11/10/2019
A40437,x,Desmarestia,ligulata,NA,1969 Jun 03,NA,E5927BAE-2205-6844-BC60-21544B4C35B6,11/10/2019
A40459,x,Desmarestia,ligulata,NA,1969 Jun 03,NA,6F4DCF6E-F6FA-2142-8282-63355893905F,11/10/2019
A40714,x,Desmarestia,ligulata,NA,1969 Jun 14,NA,9CD14891-31FD-B84F-929D-48E8AC667055,11/10/2019
A40576,x,Desmarestia,ligulata,NA,1969 Jun 05,NA,C897D547-92F1-DD49-AEBC-C9F93665B943,11/10/2019
A35923,x,Desmarestia,ligulata,NA,1968 Aug 20,NA,4F7D92D7-F4EF-B045-B6E1-F21FA5474994,11/10/2019
A36147,x,Desmarestia,ligulata,NA,1968 Aug 10,NA,BEA30875-04AA-C141-9053-C77C52B7125A,11/10/2019
A21706,x,Desmarestia,ligulata,NA,1965 Jul 04,NA,792CF8B7-1672-BB46-8ABD-092325B8A196,11/10/2019
A22285,x,Desmarestia,ligulata,NA,1965 Jul 04,NA,F7218A96-AF04-624D-B4B8-18BF89164DFA,11/10/2019
A22286,x,Desmarestia,ligulata,NA,1965 Jul 04,NA,14673DE9-5042-B34A-ABC3-6BAD7B0D27FD,11/10/2019
A41884,x,Desmarestia,ligulata,NA,1969 Aug 02,NA,C51292C9-F0B6-CA40-9A84-0E31BC6FBF2B,11/10/2019
A41873,x,Desmarestia,ligulata,NA,1969 Aug 01,NA,0512E98F-429A-FC4A-98B9-B730CE3D6932,11/10/2019
A41897,x,Desmarestia,ligulata,NA,1969 Jul 30,NA,2C819539-DEA2-8146-A11E-5F4C235025D1,11/10/2019
A38679,x,Desmarestia,ligulata,NA,1968 Sep 02,NA,4853E134-817F-3C47-B8BC-73C814F91322,11/10/2019
A289,x,Desmarestia,ligulata,NA,1937,NA,71BC06C4-8BB2-114C-BE1C-8DEED3C8D27A,11/10/2019
A24924,x,Desmarestia,ligulata,NA,1966 Jun 08,NA,750649C1-D26E-0C4D-84EC-C2C018E11774,11/10/2019
A24557,x,Desmarestia,ligulata,NA,1966 Jun 08,NA,92E88DD0-A50F-7848-81C1-C5BCE590969C,11/10/2019
A24461,x,Desmarestia,ligulata,NA,1966 Jun 09,NA,D5EACF9D-8070-544A-B5A1-A6D3454B19F4,11/10/2019
A24462,x,Desmarestia,ligulata,NA,1966 Jun 09,NA,E7E6AC3F-ED22-684D-B0A9-232925A327D3,11/10/2019
A24505,x,Desmarestia,ligulata,NA,1966 Jun 05,NA,06BD0D62-EA24-6E42-AF60-ADDD29E62288,11/10/2019
A24923,x,Desmarestia,ligulata,NA,1967 May 06,NA,F00BEDF8-1D7A-2C4A-AFC3-EF34BE490F7F,11/10/2019
A48307,x,Desmarestia,ligulata,NA,1972 Jul 08,NA,690E4244-DFAB-7B47-AFC5-C2A061AF32D0,11/10/2019
A48342,x,Desmarestia,ligulata,NA,1972 Jul 09,NA,9DCA3B1A-E848-C64A-B05D-E8511A1D2C14,11/10/2019
A85501,x,Desmarestia,ligulata,NA,2005 May 24,NA,590A5265-15E8-2445-B23A-F9B713F432AF,11/10/2019
A85523,x,Desmarestia,ligulata,NA,2005 Jun 23,NA,8CD43F32-2CA5-114C-AAC8-60DAC79D754F,11/10/2019
A16555,x,Desmarestia,ligulata,NA,1963 Jun 19,NA,5048D3A9-D7C7-9047-A86B-F3E4FE50B2E6,11/10/2019
A55349,x,Desmarestia,ligulata,NA,1959 Jun 05,NA,0A881536-CFC2-3F4A-BDE9-EA90C8ACFC22,11/10/2019
A89575,x,Desmarestia,ligulata,NA,2011 Aug 15,NA,ECFCB2EA-12CD-8F4C-A188-F45AB3DBB23A,11/10/2019
A89728,x,Desmarestia,ligulata,NA,2013 May 22,NA,978013FB-A653-B244-8317-9D5A370A1D63,11/10/2019
A5423,x,Desmarestia,tropica,NA,1934 Jan 27,NA,A4BA9C43-9043-5348-B73A-E3F1B4295D2E,11/10/2019
A92749,x,Desmarestia,viridis,NA,2016 Jul 13,NA,D14C5B85-84DE-9144-A3C4-639645F7C75A,11/10/2019
A14857,x,Desmarestia,viridis,NA,1975 Aug 15,NA,E397164B-58C9-5444-B5EA-29B686AD6973,11/10/2019
A67605,x,Desmarestia,viridis,NA,1984 Jun 29,NA,0C46FC50-1E46-AE43-ABCA-26FBD315ABA1,11/10/2019
A35024,x,Desmarestia,viridis,NA,1981 Jun 01,NA,F18B12D2-0DC9-2145-8B13-682C000AEDBF,11/10/2019
A18314,x,Desmarestia,viridis,NA,1981 Jun 01,NA,D255C555-75E7-CE4B-A372-0936A25A5AD8,11/10/2019
A67957,x,Desmarestia,viridis,NA,1977 Jul 02,NA,7B03C2C1-6F91-2E43-980B-6BB21A9128A5,11/10/2019
A69738,x,Desmarestia,viridis,NA,1985 Jun 04,NA,81BE3944-6747-C84A-8175-C040778E1307,11/10/2019
A27400,x,Desmarestia,viridis,NA,1966 Jul 28,NA,BBF5CB33-C041-EA41-BDFF-BD2EFD0C89BE,11/10/2019
A27564,x,Desmarestia,viridis,NA,1966 Jul 27,NA,87A7093D-EFCF-CA41-BAC9-A11467939942,11/10/2019
A27398,x,Desmarestia,viridis,NA,1966 Jul 23,NA,5050FFB6-F701-6D43-8E47-E4379A371E6D,11/10/2019
A27056,x,Desmarestia,viridis,NA,1966 Jul 22,NA,B3F0F815-CBFD-B044-91C4-8D4B7C98D39B,11/10/2019
A26865,x,Desmarestia,viridis,NA,1966 Jul 18,NA,7C8FCAF7-3B15-724B-A20A-E6A3CEE4B1E2,11/10/2019
A26864,x,Desmarestia,viridis,NA,1966 Jul 17,NA,CA6B64F0-AA6C-E147-B6C0-00AA4EA4F3DD,11/10/2019
A26679,x,Desmarestia,viridis,NA,1966 Jul 17,NA,D105377A-732F-034F-945D-047D94480411,11/10/2019
A26677,x,Desmarestia,viridis,NA,1966 Jul 17,NA,47123A34-622C-934D-8D03-876EC30D5835,11/10/2019
A26673,x,Desmarestia,viridis,NA,1966 Jul 15,NA,29328744-A5E8-464F-83F7-30B10471B249,11/10/2019
A26115,x,Desmarestia,viridis,NA,1966 Jul 13,NA,41FF8ED0-9D85-4841-9166-051C11264407,11/10/2019
A26114,x,Desmarestia,viridis,NA,1966 Jul 13,NA,0E870954-048F-6745-838B-E9B569C179A6,11/10/2019
A25549,x,Desmarestia,viridis,NA,1966 Jul 04,NA,1B48AF6B-7559-4A41-BAB5-E71CC2611731,11/10/2019
A21824,x,Desmarestia,viridis,NA,1965 Jul 02,NA,0C323FB6-7EEE-CD49-B4C8-E9F66B1D54BE,11/10/2019
A23655,x,Desmarestia,viridis,NA,1965 Jul 01,NA,40C278ED-4A48-B74C-B748-73EC4A3B2710,11/10/2019
A21177,x,Desmarestia,viridis,NA,1965 Jun 29,NA,676A601C-1DBD-CB4B-BD4F-3DA4E9BC633A,11/10/2019
A21161,x,Desmarestia,viridis,NA,1965 Jun 29,NA,F864C718-483B-8849-8866-E13FAEAD2CE8,11/10/2019
A23161,x,Desmarestia,viridis,NA,1965 Jun 28,NA,D735F3E6-8FF6-CE45-81A6-5DB6FAE0B276,11/10/2019
A21128,x,Desmarestia,viridis,NA,1965 Jun 27,NA,7CEA2287-5953-A94A-A690-9644ABC5FE6A,11/10/2019
A21129,x,Desmarestia,viridis,NA,1965 Jun 27,NA,3F8EBA90-6A7A-EE46-8849-F880252CF71D,11/10/2019
A21074,x,Desmarestia,viridis,NA,1965 Jun 27,NA,AD6535A3-4FC1-9D41-A5AA-4E9DDD0BE85A,11/10/2019
A22649,x,Desmarestia,viridis,NA,1965 Jun 20,NA,A8B520BF-C1CD-8B46-8492-62AB5591E1D3,11/10/2019
A22650,x,Desmarestia,viridis,NA,1965 Jun 20,NA,BFC842F2-D3A2-0B4F-8394-4A79B226C239,11/10/2019
A21792,x,Desmarestia,viridis,NA,1965 Jun 18,NA,B19112A6-F2FD-6D43-9AA9-7EA5C235D3B9,11/10/2019
A21581,x,Desmarestia,viridis,NA,1965 Jun 17,NA,F4BBB667-84CD-5040-A48A-ADFB9F5382A9,11/10/2019
A21580,x,Desmarestia,viridis,NA,1965 Jun 17,NA,3C65E4E3-0F6B-B745-8D89-D16F3BB535F6,11/10/2019
A22430,x,Desmarestia,viridis,NA,1965 Jun 20,NA,8CBE1C9B-F92C-A14A-9394-AA258BC89F99,11/10/2019
A22424,x,Desmarestia,viridis,NA,1965 Jun 20,NA,971993B7-1784-D74C-BF7D-400AA52A0FED,11/10/2019
A21529,x,Desmarestia,viridis,NA,1965 Jun 17,NA,D6D27816-4354-0E4D-BCDD-9086E580E3B1,11/10/2019
A21530,x,Desmarestia,viridis,NA,1965 Jun 17,NA,7D7058BB-0017-7949-AD42-6A11F5F7C9EB,11/10/2019
A20718,x,Desmarestia,viridis,NA,1965 Jun 15,NA,8FE8C126-8DAD-EA4F-AB8A-A18E7C3B1A71,11/10/2019
A20408,x,Desmarestia,viridis,NA,1965 Jun 15,NA,5803D45B-3DEA-9348-B820-3FB4758CC340,11/10/2019
A20650,x,Desmarestia,viridis,NA,1965 Jun 15,NA,313A6CA4-1CEF-6443-AB54-C22BE5748668,11/10/2019
A20598,x,Desmarestia,viridis,NA,1965 Jun 15,NA,554AF977-CDC6-FA4C-894A-22095E9E441D,11/10/2019
A20589,x,Desmarestia,viridis,NA,1965 Jun 15,NA,EF4747DD-2AE1-DE44-8401-7BEBE073E759,11/10/2019
A20372,x,Desmarestia,viridis,NA,1965 Jun 14,NA,8596954C-4234-9C47-8730-8D090D3A2E7F,11/10/2019
A20365,x,Desmarestia,viridis,NA,1965 Jun 14,NA,0403F4BB-F9BF-6647-8F8B-1CA15141FFE4,11/10/2019
A20827,x,Desmarestia,viridis,NA,1965 Jun 14,NA,E41AA0DC-6127-6E4F-A350-42527191BADC,11/10/2019
A20856,x,Desmarestia,viridis,NA,1965 Jun 13,NA,3B89B876-7505-E84C-840D-C9B04163A694,11/10/2019
A21488,x,Desmarestia,viridis,NA,1965 Jun 13,NA,30605F3D-869B-F64E-8839-1A71E62FA545,11/10/2019
A21416,x,Desmarestia,viridis,NA,1965 Jun 12,NA,8A72D3C0-A61D-9B42-BCA2-8A47D8E1EF1A,11/10/2019
A21414,x,Desmarestia,viridis,NA,1965 Jun 12,NA,D7CE1112-0A85-BE4D-9586-0D195C479BE2,11/10/2019
A20471,x,Desmarestia,viridis,NA,1965 Jun 11,NA,01D7870A-A0E8-E146-882B-BE9C1744DA3B,11/10/2019
A22513,x,Desmarestia,viridis,NA,1965 Jun 11,NA,B72595DF-97F7-8C4C-9E7F-9F19635E9A3A,11/10/2019
A9290,x,Desmarestia,viridis,NA,1960 Jul 13,NA,834BEFDA-91C4-3D40-A898-73BB825DC448,11/10/2019
A12753,x,Desmarestia,viridis,NA,1960 Jul 12,NA,1FF9F99E-B394-974F-846B-E12BCFBC96EB,11/10/2019
A9775,x,Desmarestia,viridis,NA,1960 Jun 14,NA,845B9BFC-286B-154D-BB8F-BAA4E6B8C27B,11/10/2019
A9751,x,Desmarestia,viridis,NA,1960 Jun 14,NA,7E48DA8D-BB11-5A44-93E0-A4AE22CC1F1A,11/10/2019
A9747,x,Desmarestia,viridis,NA,1960 Jun 14,NA,28A8AF59-3374-C743-8C82-3162621BD9FE,11/10/2019
A9746,x,Desmarestia,viridis,NA,1960 Jun 14,NA,D68A0912-9402-A843-8F76-63461587A650,11/10/2019
A4664,x,Desmarestia,viridis,NA,1958 Jun,NA,809390BF-9540-D54D-8863-1217442549AD,11/10/2019
A4516,x,Desmarestia,viridis,NA,1958 Jun,NA,6328E8C0-8E93-0849-83AD-CB05F8C7F643,11/10/2019
A4660,x,Desmarestia,viridis,NA,1958 Jun,NA,5C08D961-6F72-3A48-A210-1BCD5B4D2CFC,11/10/2019
A62606,x,Desmarestia,viridis,NA,1980 Apr 29,NA,B6743BC3-72D6-EF46-B2EA-4580F6452F92,11/10/2019
A61379,x,Desmarestia,viridis,NA,1979 Aug 02,NA,8E4F41C2-A154-504D-9F19-68AA15830271,11/10/2019
A61347,x,Desmarestia,viridis,NA,1979 Aug 02,NA,6FF232B9-0788-CB4B-8E0B-A737D9C801B2,11/10/2019
A60605,x,Desmarestia,viridis,NA,1979 Apr 09,NA,B0FF53DA-7E87-AA4F-B8B6-03AFA10BB29A,11/10/2019
A8759,x,Desmarestia,viridis,NA,1956 Jul 08,NA,CC7E0746-99EA-2E46-AD74-919FFCDACA41,11/10/2019
A65957,x,Desmarestia,viridis,NA,1979 Apr 26,NA,99A04EBD-6E8E-CF4A-B9F9-85B9AC776CAA,11/10/2019
A82057,x,Desmarestia,viridis,NA,1989 Apr 09,NA,93A0E649-F37F-A944-807D-00E0F74F6C7F,11/10/2019
A85526,x,Desmarestia,viridis,NA,2005 Jun 23,NA,BE07C5C2-41B5-6249-92CF-CAF327BFE720,11/10/2019
A85941,x,Desmarestia,viridis,NA,2006 Jun 25,NA,19321C16-B184-2D47-9E29-E5BA45DF029E,11/10/2019
A86161,x,Desmarestia,viridis,NA,2006 Aug 21,NA,4A7C507D-99CA-4948-B23A-F6A126B186AC,11/10/2019
A87256,x,Desmarestia,viridis,NA,2007 Jul 01,NA,09DD0399-62D3-6E48-91C6-A6B9B2E30A2A,11/10/2019
A87485,x,Desmarestia,viridis,NA,2004 Aug 29,NA,5CFDE614-9FE1-7045-9C42-471F26A1A19A,11/10/2019
A88405,x,Desmarestia,viridis,NA,1985 May 06,NA,4959E574-A944-864D-99EE-2A626366A349,11/10/2019
A91361,x,Desmarestia,viridis,NA,2012 Jun 03,NA,CA07E2B8-7CA1-684B-AE12-4D94BDEAD39D,11/10/2019
A91089,x,Desmarestia,viridis,NA,2013 Jul 21,NA,3B2CEA8B-EC53-FA44-AF20-3FB87BD7237F,11/10/2019
