Accession Number,(X) Verified,Phylum,Class,Genus,Species,Country,Date Collected,Primary Collector,UUID,Verified
A26872,X,Ochrophyta,Phaeophyceae,Fucus,gardneri,United States,1966 Jul 18,Gordon Robin South,C7F52935-50ED-2C4F-A766-836C329BC537,03/17/2020
A26869,X,Ochrophyta,Phaeophyceae,Fucus,gardneri,United States,1966 Jul 19,Jim W. Markham,9329EA2C-78BB-9143-940F-D3885F6DAD30,03/17/2020
A82064,X,Ochrophyta,Phaeophyceae,Fucus,gardneri,United States,1989 Apr 09,Paul W. Gabrielson,E8D56068-DA39-7645-A3BF-94DD15CBC75F,03/17/2020
A19166,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1964 Oct 07,Robert K.S. Lee,F114689C-8E50-704D-8F97-9B4A8CC32DA9,03/17/2020
A19787,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1964 Aug 07,Louis D. Druehl,4F5846E2-3FD2-614F-A402-E915CF193CB6,03/17/2020
A17815,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1964 Jun 09,Arthur C. Mathieson,B6BBFD56-FD9B-D446-A6E7-7E5DE4679BEA,03/17/2020
A18443,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1964 Jun 08,Louis D. Druehl,B1F326BF-019D-4043-B505-6774C985E7B5,03/17/2020
A19055,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1964 Jun 07,Arthur C. Mathieson,BAAE4CC4-AB62-204B-A919-754F4784CDAA,03/17/2020
A17928,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1968 Jun 07,Arthur C. Mathieson,4E7B6FD1-B849-EC4C-9705-73A0E127E6D1,03/17/2020
A18979,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1964 Jun 06,Arthur C. Mathieson,5FEB3AB3-073F-D44E-82DA-96033E2A1A2D,03/17/2020
A18999,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1964 Jun 06,Robert K.S. Lee,9A90D751-DC92-5F4D-8BC1-7F1DB5361859,03/17/2020
A17134,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1962 Jul 05,Tom B. Widdowson,91D17368-A17E-FF42-B030-A3ED0E4757D6,03/17/2020
A60253,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1979 Mar 24,Robert F. Scagel,A3728CD0-83FD-2149-ADBF-AC44E92AF1C9,03/17/2020
A42381,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1969 Aug 19,Ken Baillie,6125965E-9541-084D-A524-07657A015CD9,03/17/2020
A42011,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1969 Aug 18,Ken Baillie,0795007A-6769-5E49-9743-7876E6080133,03/17/2020
A42075,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1969 Aug 12,Danny R. Pace,BA53EEFA-48BC-C54D-9427-80C71BFCD6F6,03/17/2020
A41896,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1969 Jul 30,Ken Baillie,F7F2A171-71F5-D94E-8487-FA64EF654F9D,03/17/2020
A41771,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1969 Jul 29,Ken Baillie,D10D3D0B-CC7A-4645-A25C-2EC144A2553B,03/17/2020
A41770,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1969 Jul 29,Ken Baillie,90C45DA8-C597-3446-AAF6-2A910CBCDCFA,03/17/2020
A47025,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1972 Jun 28,J. Turney,32208404-3A3F-D947-ABF8-76A36B04A420,03/17/2020
A39572,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1969 May 04,K. Hamblett,AD7BC88B-8C0F-504A-BA53-BE58CE917FA3,03/17/2020
A30784,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1967 Jun 21,Patrick Chamut,297DA77A-A7C7-E545-AFB6-C450065A7F9C,03/17/2020
A2025,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1953 Jun 28,Robert F. Scagel,0D8F3800-13B4-864B-9FC7-6505EB9BF0C5,03/17/2020
A30244,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1967 Jun 08,Ken Baillie,8B414F0B-B43D-104E-B5A1-9CA91EFE1355,03/17/2020
A30369,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1967 Jun 20,Patrick Chamut,29BBFAE7-0C58-2C44-A451-33A997F6648D,03/17/2020
A68898,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1987 May 03,Hanh Kim Huynh,D9D45214-FE11-AF46-B922-4A4235E78642,03/17/2020
A63751,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1891 Mar 18,J. R. Anderson,543A74EF-E7CB-3546-9B45-469C7465BFBF,03/17/2020
A67047,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1982 Jul 15,David J. Garbary,FCC4895F-B6CB-6C44-80FD-604BBA6E2FA2,03/17/2020
A67364,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1982 Jul 05,J. R. Stein,B27DED57-F9C0-2849-81C7-477BCD042AE5,03/17/2020
A16334,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1963 Jun 24,Robert K.S. Lee,C74EA8C0-07D5-584C-9F74-16D9BE9354A7,03/17/2020
A16634,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1963 Jun 21,Robert K.S. Lee,966D63DD-1384-774D-A7B8-CF4B313BE9B8,03/17/2020
A16500,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1963 Jun 21,Robert K.S. Lee,921B0B39-8F31-FC48-B5D6-F3B3B22A7C50,03/17/2020
A16612,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1963 Jun 20,Louis D. Druehl,E9A01010-8A89-AD4F-8AA7-6F2AB83B34B1,03/17/2020
A16606,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1963 Jun 20,Louis D. Druehl,421EE587-41AA-0245-A96B-4EAB7C5C09CE,03/17/2020
A16498,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1963 Jun 19,E. Menez,E1115A69-4E04-7E49-8F29-CA348A635F68,03/17/2020
A64429,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1981 Jul 14,David J. Garbary,D378081E-3E68-E245-8DD4-60765DB44F6D,03/17/2020
A69163,X,Ochrophyta,Phaeophyceae,Elachista,australis,Australia,1983 Dec 03,E. M. Gordon-mills,ABCD19C0-BC71-1445-A308-B15AA398D424,03/17/2020
A46379,X,Ochrophyta,Phaeophyceae,Elachista,australis,New Zealand,1937 Nov 06,V. W. Lindauer,A482860F-D59F-8140-B39E-9A0F9A60885A,03/17/2020
A4687,X,Ochrophyta,Phaeophyceae,Elachista,australis,New Zealand,1937 Nov 06,V. W. Lindauer,BA463190-76F0-CB4D-BBEA-6C09368BEA59,03/17/2020
A52602,X,Ochrophyta,Phaeophyceae,Elachista,flaccida,France,1967 Sep 21,Peter R. Newroth,8612CF66-CCD7-A74B-AC5C-079178949D34,03/17/2020
A80942,X,Ochrophyta,Phaeophyceae,Elachista,fucicola,United States,1989 Sep 15,Sandra C. Lindstrom,41B922FE-A6C2-4D4A-AF72-6244431976FD,03/17/2020
A88360,X,Ochrophyta,Phaeophyceae,Elachista,fucicola,United States,2005 Aug 18,Sandra C. Lindstrom,D59CF77C-DA29-E640-B3A2-8100CD04C782,03/17/2020
A90197,X,Ochrophyta,Phaeophyceae,Elachista,fucicola,United States,2012 Sep 01,Sandra C. Lindstrom,607CCFE6-A65F-1C43-B4FF-17BA4C7122BE,03/17/2020
A91042,X,Ochrophyta,Phaeophyceae,Elachista,fucicola,United States,2014 Jul 11,Sandra C. Lindstrom,C025D6A4-35A0-A747-B0C3-FB9D432E263B,03/17/2020
A91099,X,Ochrophyta,Phaeophyceae,Elachista,fucicola,United States,2013 Jul 22,Sandra C. Lindstrom,F8D19C75-F5FE-0640-BB73-339FD9DC7B16,03/17/2020
A17205,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1962 Jul 02,Tom B. Widdowson,466D865E-3F2C-6D44-A480-0CD85A20EE18,03/17/2020
A17207,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1962 Jul 02,Tom B. Widdowson,87EF3E2B-6C77-8142-9B7A-E58FD9B960A7,03/17/2020
A15971,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1962 Jul 02,Robert K.S. Lee,C6405FDC-CC43-6E40-9285-221B5B4BAB8B,03/17/2020
A13149,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1959 Jul 06,Tom B. Widdowson,96D69ED8-02DE-7540-A94B-34C43B18095A,03/17/2020
A32203,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1967 Sep 05,Patrick Chamut,B29910F7-BBCF-104F-87BF-5E891AA2170F,03/17/2020
A32204,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1967 Oct 21,Patrick Chamut,99DEBCB9-AD52-8946-BF2A-8084DCB2AD0A,03/17/2020
A31678,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1967 Aug 07,Patrick Chamut,634EE668-7C09-D84A-9650-FF06EA3E4B91,03/17/2020
A40172,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1969 May 19,Ken Baillie,3EC026B4-3CCA-714C-A44A-D3D64043CB84,03/17/2020
A32677,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1968 Apr 28,M. Chihara,DDDE06BE-0BD8-A94A-9473-A59BD8D4C2A8,03/17/2020
A31991,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1967 Nov 18,A. Cattell,5E359937-8834-B140-ACC4-F18DE5D68021,03/17/2020
A29801,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1967 Jul 10,Patrick Chamut,CB28EF76-F905-C64C-A6D4-2A73B56FB2C0,03/17/2020
A31486,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1967 Jul 22,Patrick Chamut,B88D7677-5BEB-224C-BDE0-983BFA6F5697,03/17/2020
A29849,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1967 May 09,Ken Baillie,60DFBFB5-FAD2-0944-B07A-156E11664582,03/17/2020
A29475,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1967 May 09,Ken Baillie,3020992B-C17B-324F-9283-C01AED87F9BC,03/17/2020
A32780,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1968 Apr 14,M. Chihara,FE450DC0-AA36-974C-BBEE-D70CEB4B3861,03/17/2020
A32619,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1968 Mar 16,Ken Baillie,CE56D07D-C418-084B-AE36-04E8F113E3B9,03/17/2020
A69304,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1987 Aug 07,Sandra C. Lindstrom,2C04934A-39C6-724D-8DA0-5508852B5EA1,03/17/2020
A70516,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1977 Jul 06,D. R. Cumming,D308B6F4-F322-1D4C-A7DA-DD6CFB02E3DE,03/17/2020
A70944,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1990 Mar 03,J.C.Oliveira,BE22FBBF-A23B-BB4C-B8CD-ECE7FEE59487,03/17/2020
A69554,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1987 Jul 12,Sandra C. Lindstrom,2A94F456-CC95-CD42-9E9D-EA13B6A8FE8C,03/17/2020
A69630,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1972 Apr 16,Emy Nakahara,1F93631C-1C8B-4B42-ABFD-95DF36DF0EBC,03/17/2020
A68927,x,Ochrophyta,Phaeophyceae,Endoplura,aurea,Japan,1986 Jun 17,Jiro Tanaka,73F14B7F-D963-894E-8629-DF4937895DC4,03/17/2020
A66226,x,Ochrophyta,Phaeophyceae,Entonema,accidioides,Sweden,1944 Aug 01,H. Kylin,590E3DD4-D308-B746-870E-DF7CFA9A3B94,03/17/2020
A47192,x,Ochrophyta,Phaeophyceae,Entonema,aecidioides,Canada,1972 Jan 21,R. G. Hooper,45E0B3E0-148E-A44D-A7B1-6E5C2499059B,03/17/2020
A14032,x,Ochrophyta,Phaeophyceae,Fucus,ceranoides,"Scotland, United Kingdom",1960 Sep 15,E. Conway,4BF90911-C07B-BC40-BF5A-1EEE11838796,03/17/2020
A84744,x,Ochrophyta,Phaeophyceae,Fucus,cottonii,United States,2000 Jun 30,Sandra C. Lindstrom,4D5E38FB-71EF-574D-BEEB-C9783F98E7D8,03/17/2020
A92527,x,Ochrophyta,Phaeophyceae,Fucus,cottonii,United States,2003 Jul 03,Sandra C. Lindstrom,6C5F3991-E8C8-6C4B-B9C0-7AD68F22A0C1,03/17/2020
A83510,x,Ochrophyta,Phaeophyceae,Fucus,cottonii,United States,1989 Sep 16,Sandra C. Lindstrom,54F8256E-B875-FC4F-A500-FD140DF81979,03/17/2020
A83468,x,Ochrophyta,Phaeophyceae,Fucus,cottonii,United States,1994 Jul 25,Sandra C. Lindstrom,23C48B23-678C-8D44-981F-8918B6107FB3,03/17/2020
A85492,x,Ochrophyta,Phaeophyceae,Fucus,distichus,Canada,2006 May 27,Lynn Lee,633A20B1-C1F4-6F4C-B269-42B9DC2527E9,03/17/2020
A85525,x,Ochrophyta,Phaeophyceae,Fucus,distichus,United States,2005 Jun 24,Susan M. Saupe,96F0C141-C32F-E542-8F89-DFB1F3E30C63,03/17/2020
A85536,x,Ochrophyta,Phaeophyceae,Fucus,distichus,United States,2005 May 26,Sandra C. Lindstrom,560F10AA-F4C1-8A43-A2D9-8B78AD707252,03/17/2020
A85554,x,Ochrophyta,Phaeophyceae,Fucus,distichus,United States,2005 May 26,Sandra C. Lindstrom,34CF8F3B-D2D4-A441-8E64-98D80A97A632,03/17/2020
A85796,x,Ochrophyta,Phaeophyceae,Fucus,distichus,Canada,2007 Jun 15,Peter Freeman,5F1E265D-91A0-E943-BF7A-A1487C0CD383,03/17/2020
A85865,x,Ochrophyta,Phaeophyceae,Fucus,distichus,Japan,2003 Aug 13,T. Wajima,1B7FBA2C-739B-F045-B1AB-2B25C083ED3A,03/17/2020
A86751,x,Ochrophyta,Phaeophyceae,Fucus,distichus,United States,2005 May 22,Sandra C. Lindstrom,337FBC7E-F8FA-6442-8371-D876016F08A6,03/17/2020
A86938,x,Ochrophyta,Phaeophyceae,Fucus,distichus,United States,2003 Jul 02,M. R. Lindeberg,93E78AC1-D778-7748-9DAF-8087628666E7,03/17/2020
A86939,x,Ochrophyta,Phaeophyceae,Fucus,distichus,United States,2003 Jul 02,M. R. Lindeberg,DF669194-2B7B-C646-A945-980A8FA588C7,03/17/2020
A86958,x,Ochrophyta,Phaeophyceae,Fucus,distichus,United States,2004 Jul 30,Sandra C. Lindstrom,4EC79117-783D-7A49-98AE-FF64362369F1,03/17/2020
A87067,x,Ochrophyta,Phaeophyceae,Fucus,distichus,United States,2006 Apr 27,Sandra C. Lindstrom,22F14252-EA99-B64E-B641-3A97243E77F3,03/17/2020
A87119,x,Ochrophyta,Phaeophyceae,Fucus,distichus,United States,2005 Jun 02,Sandra C. Lindstrom,6AAD9C16-29B3-B348-99F8-2EE23657B485,03/17/2020
A87476,x,Ochrophyta,Phaeophyceae,Fucus,distichus,United States,2004 Aug 28,Sandra C. Lindstrom,C75E2696-301A-7145-9146-32FC43C37AE2,03/17/2020
A89096,x,Ochrophyta,Phaeophyceae,Fucus,distichus,Canada,2011 Aug 15,Sandra C. Lindstrom,40E17576-57A2-CF40-9323-9EDA32C14EE0,03/17/2020
A89123,x,Ochrophyta,Phaeophyceae,Fucus,distichus,Canada,2011 Aug 12,Sandra C. Lindstrom,0B4FA801-DEF0-E246-9017-0F6BD9A3958F,03/17/2020
A84514,x,Ochrophyta,Phaeophyceae,Fucus,distichus,Canada,2003 Jul 31,Doug Swanston,271DFA76-05FD-4340-9732-FD377F87EB25,03/17/2020
A90169,x,Ochrophyta,Phaeophyceae,Fucus,distichus,United States,2012 Aug 29,Sandra C. Lindstrom,99072957-DD5E-8D40-AC06-435C08CB6310,03/17/2020
A90365,x,Chlorophyta,Phaeophyceae,Fucus,distichus,Canada,2013 May 21,Sandra C. Lindstrom,DCAD5730-6133-1941-83C5-612889C9A49C,03/17/2020
A89639,x,Ochrophyta,Phaeophyceae,Fucus,distichus,Canada,2011 Aug 12,Laura M. Anderson,4ADC725B-150F-0141-93F7-AD37C0F26521,03/17/2020
A89830,x,Ochrophyta,Phaeophyceae,Fucus,distichus,Canada,2013 May 27,Sam M. Starko,76FB0F30-EC83-EA43-9719-AB6C369E0726,03/17/2020
A89831,x,Ochrophyta,Phaeophyceae,Fucus,distichus,Canada,2013 May 27,Sam M. Starko,3E602871-39F3-5F43-BF38-118A671D6310,03/17/2020
A90848,x,Ochrophyta,Phaeophyceae,Fucus,distichus,United States,2006 Jul,Susan M. Saupe,7ECF2284-DB8C-C540-8810-7D98AD46775E,03/17/2020
A90927,x,Ochrophyta,Phaeophyceae,Fucus,distichus,United States,2006 Jul,Susan M. Saupe,B56EE054-5472-8246-ACC0-0B3C820A245E,03/17/2020
A90822,x,Ochrophyta,Phaeophyceae,Fucus,distichus,Canada,2014 Jun 12,Sandra C. Lindstrom,E86D7801-671A-3D46-8A18-477808EDD1C2,03/17/2020
A92431,x,Ochrophyta,Phaeophyceae,Fucus,distichus,Canada,1982 Aug 11,Mike J. Wynne,265090F6-4B21-3643-BDCB-1085AD32B180,03/17/2020
A92494,x,Ochrophyta,Phaeophyceae,Fucus,distichus,United States,1980 Aug 09,Mike J. Wynne,4DC3751D-7766-C84D-9E5B-477996D123CF,03/17/2020
A92775,x,Ochrophyta,Phaeophyceae,Fucus,distichus,Canada,NA,Sheila Atchison,76691E88-03D2-4E4D-B2A9-31DF3087DD69,03/17/2020
A92779,x,Ochrophyta,Phaeophyceae,Fucus,distichus,Canada,NA,Sheila Atchison,8808C740-FCFA-A94E-91AB-D9FEB5C0918D,03/17/2020
A92782,x,Ochrophyta,Phaeophyceae,Fucus,distichus,Canada,NA,Sheila Atchison,7CF3AE35-940A-5441-8B9E-0F9835CBE349,03/17/2020
A92783,x,Ochrophyta,Phaeophyceae,Fucus,distichus,Canada,NA,Sheila Atchison,A0440B4C-4D6F-2748-9FDA-C57BBDC62325,03/17/2020
A92784,x,Ochrophyta,Phaeophyceae,Fucus,distichus,Canada,NA,Sheila Atchison,1D54A347-D7F3-1343-8C45-D6117837E6E4,03/17/2020
A14030,x,Ochrophyta,Phaeophyceae,Fucus,gardneri,Japan,1954 Aug 19,E. Conway,C9EC48B9-1475-8246-81BC-647E1F835412,03/17/2020
A26620,x,Ochrophyta,Phaeophyceae,Fucus,gardneri,Canada,1966 May 21,Arthur C. Mathieson,456174FF-CFCB-E84A-893E-13B9B4287EE2,03/17/2020
A59340,x,Ochrophyta,Phaeophyceae,Fucus,gardneri,Canada,1978 May 25,R. Hooper,69AA3341-32A1-A148-ACF8-37D7D124847B,03/17/2020
A33807,x,Ochrophyta,Phaeophyceae,Fucus,gardneri,Canada,1968 Apr 14,Gordon Robin South,4D103754-EBF6-F444-8BB7-61CCF86537CA,03/17/2020
A53352,x,Ochrophyta,Phaeophyceae,Fucus,gardneri,Canada,1975 May 13,Gordon Robin South,ED048632-1330-C949-9151-160CF92ECAC3,03/17/2020
A52596,x,Ochrophyta,Phaeophyceae,Fucus,gardneri,Canada,1969 May 02,Peter R. Newroth,A26DABD6-CB0A-8348-AD4E-0CB9BFDD180D,03/17/2020
A86876,X,Ochrophyta,Phaeophyceae,Ectocarpus,parvus,United States,2005 May 23,Sandra C. Lindstrom,FD6837B1-AA08-3449-8DCB-ABEFD839A632,03/17/2020
A4009,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1959 May 21,Tom B. Widdowson,DE6CBA1A-FBC6-A045-A5B7-60174B59C40A,03/17/2020
A4008,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1959 May 21,Tom B. Widdowson,332D99BC-00A0-B74F-A95B-C2C06A784267,03/17/2020
A4005,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1959 May 21,Tom B. Widdowson,4575534C-BAF6-684E-B3F6-3241268D0ED9,03/17/2020
A6952,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1959 Jun 25,Tom B. Widdowson,6289C010-A9F7-E942-9190-FEFBB4BDEAD6,03/17/2020
A7043,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1959 Aug,S. Neave,05F4DCC7-61B4-8C47-8332-411F27868D1D,03/17/2020
A6991,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1959 Aug 20,S. Neave,9745627C-A9D8-9F4E-B41A-91D47493C801,03/17/2020
A6993,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1959 Aug 20,S. Neave,4084A742-0DCE-E140-BF3B-0757F76A64F7,03/17/2020
A3184,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1958 Mar 09,Tom B. Widdowson,6DE5C732-9A2E-CC40-9367-04E225327FBC,03/17/2020
A3180,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1957 Jun 26,Tom B. Widdowson,5FA8728B-DEC9-7041-896C-4B9881E2A3BC,03/17/2020
A4003,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1959 May 27,Tom B. Widdowson,E15E9C3A-17B1-A042-9BC8-33EFFC9007EA,03/17/2020
A6951,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1959 Jul 07,Tom B. Widdowson,9FCFC7EF-0004-1147-B173-C4B3F6448AB2,03/17/2020
A22467,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1965 Jul 03,R. Driskill,A0B54A81-4D8F-0D44-A692-3DF552DBA114,03/17/2020
A22293,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1965 Jul 04,Jim W. Markham,EE0A4E03-4528-AF4A-8F5E-5B2B773E275D,03/17/2020
A21344,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1965 Jul 04,Arthur C. Mathieson,C832447B-90E4-B94E-9E3E-6E61F4C4B053,03/17/2020
A4004,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1959 May 26,Tom B. Widdowson,3E5D49B8-23C9-3348-B61B-783369A199F8,03/17/2020
A4007,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1959 May 26,Tom B. Widdowson,AAF67510-0653-6346-849D-164BC7DAAE8B,03/17/2020
A7032,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1959 Jul 25,Tom B. Widdowson,2EE29192-CAC2-5945-891D-05123F6EF71E,03/17/2020
A32298,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1967 Dec 20,M. Chihara,F42141E0-6F30-2544-BB0E-2193446620F7,03/17/2020
A29850,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1967 May 24,Ken Baillie,AFEA731C-DFBF-BD47-8470-6CE3DCA02311,03/17/2020
A63298,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,[unknown],S. N.,A96B45C9-9EC4-454C-875E-6B84EAC41D48,03/17/2020
A29125,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1967 May 13,Ken Baillie,7261C217-DD61-D644-93AE-2C3B7C375704,03/17/2020
A33550,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1968 May 26,Ken Baillie,6D327B8D-9AA8-884E-9061-9F39F05810BC,03/17/2020
A31066,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1967 Jul 20,Ken Baillie,F9CC2847-815F-474E-A73E-913BF8BCB710,03/17/2020
A30376,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1967 Jul 07,Patrick Chamut,E59CAC28-8ED7-C84D-A104-2504B482F94F,03/17/2020
A32033,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1967 Nov 03,Patrick Chamut,BAC00CA7-296B-F040-A27E-EFFEEEE640DD,03/17/2020
A32418,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1968 Jan 27,Ken Baillie,2A96D46A-1CBB-E346-9117-825413E39101,03/17/2020
A17040,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1962 Jul 03,Tom B. Widdowson,2D57C898-76BA-3647-85C8-1DA595F26AE3,03/17/2020
A15853,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1962 Jul 05,Robert K.S. Lee,EC895964-399A-4645-8C33-9093192DDCCF,03/17/2020
A17227,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1962 Jul 04,Robert K.S. Lee,52A5BBD0-0F3E-AF45-9926-C2EF77910841,03/17/2020
A15931,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1962 Jul 04,Tom B. Widdowson,54E4332F-01B1-4744-8ACA-A4FBD7AC1663,03/17/2020
A15078,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1962 Jul 02,Tom B. Widdowson,1F0E444B-4BD6-E74F-A847-AFB2E3FAB781,03/17/2020
A4006,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1959 May 20,Tom B. Widdowson,3A6FFCD5-0999-674F-9CC8-1BD630263315,03/17/2020
A1441,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1953 Jun 26,Robert F. Scagel,2978B705-B5DC-0F4F-ABCE-B96C28560A87,03/17/2020
A12086,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1960 Nov 22,Tom B. Widdowson,E5A57226-7522-3140-98DD-B188AA273F7A,03/17/2020
A36310,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1968 Aug 16,Jim W. Markham,9A6A3118-DC78-2748-B06E-E680CFD23D63,03/17/2020
A36309,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1968 Aug 16,Jim W. Markham,11DB409F-44CA-8C44-927E-64433FE20AE0,03/17/2020
A36759,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1968 Aug 15,Jim W. Markham,772E2F6E-8EF1-1247-A8A8-4757054C512A,03/17/2020
A19562,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1964 Jul 09,Louis D. Druehl,6F032CF0-2D41-9E40-99FA-B5FFE366017D,03/17/2020
A19411,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1964 Jul 09,Robert K.S. Lee,6580EAD5-CD47-6349-B4C1-DB996E6E026E,03/17/2020
A19830,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1964 Aug 07,Louis D. Druehl,DA9762A1-D0B0-1142-BD84-13687CCDB11D,03/17/2020
A19635,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1964 Aug 07,Robert K.S. Lee,2C9A34A3-C4C5-8A4B-AD34-EF1FEF31B6A0,03/17/2020
A36517,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1968 Aug 11,Jim W. Markham,83CA163A-DB0B-B140-BF32-FF6ACF79A848,03/17/2020
A35610,X,Ochrophyta,Phaeophyceae,Egregia,menziesii,Canada,1968 Aug 10,Jim W. Markham,22967BBB-DE8C-4547-8B8F-B9AA63EAFC27,03/17/2020
